Address,district,beat,grid,crimedescr,ucr_ncic_code
MARYSVILLE BLVD / ARCADE BLVD,2,2B        ,537,TOWED/STORED VEH-14602.6,7000
2649 STONECREEK DR,1,1B        ,435,10851(A)VC TAKE VEH W/O OWNER,2404
BRUCEVILLE RD / TIMBERLAKE WAY,5,5C        ,1639,20002(A) HIT/RUN,5401
2933 65TH ST,6,6C        ,1111,475(A)PC POSS FORGED CHK/NOTE,2506
FRANKLIN BLVD / 2ND AVE,4,4A        ,918,10851(A)VC TAKE VEH W/O OWNER,2404
8101 COSUMNES RIVER BLVD,5,5C        ,1639,245(C) AWDW/NO FIREARM/OFFICER,1310
2020 RAILROAD DR,1,1C        ,449,10851 VC AUTO THEFT LOCATE,2404
1573 BELT WAY,5,5A        ,1501,THREATS - I RPT,7000
7767 LA RIVIERA DR,3,3C        ,888,LOST PROPERTY - I RPT,7000
2898 DEL PASO BLVD,2,2B        ,564,TOWED/STORED VEH-14602.6,7000
2400 CORMORANT WAY,2,2C        ,606,TOWED/STORED VEHICLE,7000
MARYSVILLE BLVD / SONOMA AVE,2,2B        ,546,TOWED/STORED VEH-14602.6,7000
HAVENSIDE DR / RIVERSIDE BLVD,4,4C        ,1251,FOUND PROPERTY - I RPT,7000
5451 LEMON HILL AVE,6,6B        ,1421,FOUND PROPERTY - I RPT,7000
2030 VALLEJO WAY,4,4A        ,926,FOUND PROPERTY - I RPT,7000
5770 FREEPORT BLVD,4,4C        ,985,GANG ACTIVITY - I RPT,7000
5770 FREEPORT BLVD,4,4C        ,985,GANG ACTIVITY - I RPT,7000
2131 62ND AVE,5,5A        ,1364,FRAUDULENT DOCUMENTS- I RPT,7000
5601 47TH AVE,6,6B        ,1421,626.10(A) PC POSS WPN SCHL ZN,5212
EL CAMINO AVE / DEL PASO BLVD,2,2C        ,563,20001(A) VC HIT/RUN INJ/DEATH,5401
411 V ST,3,3A        ,782,594.3(A)VANDAL/PLACE OF WORSHI,2999
FOLSOM BLVD / 56TH ST,3,3C        ,846,NON INJ HR/MAIL OUT REPORT,7000
4196 69TH ST,6,6C        ,1131,TOWED/STORED VEH-14602.6,7000
5770 FREEPORT BLVD,4,4C        ,985,529 PC FALSE PERSONATION,2604
4875 BROADWAY,6,6B        ,1007,THREATS - I RPT,7000
899 EL CAMINO AVE,2,2B        ,564,9.04.050 A DRINKING IN PUBLIC,7399
41 LA FRESA CT,5,5B        ,1602,653K PC POSS/SELL SWITCHBLADE,5212
34 LA PERA CT,5,5B        ,1602,10851(A)VC TAKE VEH W/O OWNER,2404
BROADWAY / STOCKTON BLVD,6,6A        ,1007,TOWED/STORED VEH-14602.6,7000
1695 ARDEN WAY,2,2C        ,616,459 PC  BURGLARY BUSINESS,2203
2312 ROANOKE AVE,2,2A        ,517,HARASSMENT - I RPT,7000
5601 8TH AVE,6,6B        ,1036,11361(B)HS ADLT FURN MNR MARIJ,3564
1025 ALHAMBRA BLVD,3,3C        ,841,484 PETTY THEFT-SHOPLIFT,2303
1040 FLORIN RD,4,4C        ,1287,487(A) PC GRAND THEFT,2303
830 I ST,3,3M        ,732,594(B)(2)(A) VANDALISM/ -$400,2999
66 LA FRESA CT,5,5B        ,1602,602(L)(1)TRESPASS REFUSE TO LV,5707
DIXIEANNE AVE / OAKMONT ST,2,2C        ,603,653.22(A) LOITER PROSTITUTION,4099
4850 FREEPORT BLVD,4,4A        ,965,666 PC PETTY THEFT W/PRI CONV,2399
8174 ELDER CREEK RD,6,6C        ,1446,10851 VC AUTO THEFT LOCATE,2404
XANDRIA DR / LONGSHORE DR,2,2A        ,235,11359 HS POSS FOR SALE MARIJ,3560
2172 KIRK WAY,5,5A        ,1393,CASUALTY REPORT,7000
2072 FLORIN RD,5,5A        ,1361,MISCELLANEOUS I RPT (ZMISC),7000
871 48TH ST,3,3C        ,834,MISSING PERSON,7000
1915 10TH ST,3,3A        ,774,NEIGHBORHOOD DISTURBANCE-I RPT,7000
1219 C ST,3,3A        ,715,273.6(A) PC VIO DV COURT ORDER,5007
RALEY BLVD / BELL AVE,2,2A        ,226,529 PC FALSE PERSONATION,2604
MARCONI CIR / NAOMI WAY,2,2C        ,557,1203.2 PC VIOLATION OF PROBATI,5012
7607 SPLENDID WAY,5,5C        ,1654,THREATS - I RPT,7000
7737 COLLEGE TOWN DR,3,3C        ,888,SUSP PERS-NO CRIME - I RPT,7000
HOWE AVE / LA RIVIERA DR,3,3C        ,898,CASUALTY REPORT,7000
6145 STOCKTON BLVD,6,6B        ,1421,459 PC  BURGLARY BUSINESS,2203
NORWOOD AVE / I 80 EB,2,2A        ,511,NON INJ HR/MAIL OUT REPORT,7000
FRANKLIN BLVD / BROOKFIELD DR,5,5B        ,1603,12316(B)(1)FELON POSSESS AMMO,5299
7306 WINNETT WAY,5,5B        ,1369,TOWED/STORED VEHICLE,7000
4950 WHITTIER DR,6,6C        ,1142,THREATS - I RPT,7000
7873 SUMMERVIEW WAY,5,5B        ,1621,10851(A)VC TAKE VEH W/O OWNER,2404
GROVE AVE / NORWOOD BYP,2,2B        ,551,245(A)(1)AWDW/NO FIREARM/CIVIL,1315
7889 WHISPER WOOD WAY,5,5B        ,1621,JUVENILE DISURBANCE - I RPT,7000
6378 PARK VILLAGE ST,4,4C        ,1331,459 PC  BURGLARY VEHICLE,2299
19 TIMBERWOOD CT,1,1B        ,434,594(B)(2)(A) VANDALISM/ -$400,2999
2318 OAKMONT ST,2,2C        ,603,459 PC  BURGLARY VEHICLE,2299
2820 10TH ST,4,4A        ,923,459 PC  BURGLARY VEHICLE,2299
CENTER PKWY / MACK RD,5,5B        ,1606,CHILD WELFARE - I RPT,7000
400 BANNON ST,3,3A        ,704,BATTERY - I RPT,7000
2423 T ST,3,3B        ,778,10851(A)VC TAKE VEH W/O OWNER,2404
3173 MARYSVILLE BLVD,2,2B        ,545,459 PC  BURGLARY VEHICLE,2299
1601 ARDEN WAY,2,2C        ,618,484 PC PETTY THEFT,2399
1816 MAIN AVE,2,2A        ,226,10851 VC AUTO THEFT LOCATE,2404
164 GUNNISON AVE,2,2A        ,222,10851(A)VC TAKE VEH W/O OWNER,2404
8105 ARROYO VISTA DR,5,5C        ,1637,FRAUD OR BUNCO - I RPT,7000
4100 ASTORIA ST,2,2A        ,237,CHILD WELFARE - I RPT,7000
3315 NORTHGATE BLVD,1,1C        ,408,484 PC   PETTY THEFT/INSIDE,2308
5912 SAWYER CIR,5,5C        ,1651,653M(A) PC OBSCENE/THREAT CALL,5309
6100 STOCKTON BLVD,6,6B        ,1421,459 PC  BURGLARY VEHICLE,2299
FOLSOM BLVD / 46TH ST,3,3C        ,844,594(B)(2)(A)VANDALISM GRAF-400,2999
STOCKTON BLVD / ELSIE AVE,5,5C        ,1607,653.22(A) LOITER PROSTITUTION,4099
7780 STOCKTON BLVD,5,5C        ,1607,3056 PC PAROLE VIOLATION,5011
4535 ARMADALE WAY,5,5B        ,1616,10851(A)VC TAKE VEH W/O OWNER,2404
1421 MAIN AVE,2,2A        ,215,10851(A)VC TAKE VEH W/O OWNER,2404
200 P ST,3,3A        ,762,459 PC  BURGLARY VEHICLE,2299
2711 50TH AVE,4,4B        ,1336,11350(A)HS POSS CNTRL SUBST,3532
3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON,7000
6645 VALLEY HI DR,5,5C        ,1623,243(E)1 BATTERY NONCOHAB SPOUS,1315
CENTER PKWY / MACK RD,5,5B        ,1606,23152(A) VC DUI-ALCOHOL/DRUGS,5404
2711 50TH AVE,4,4B        ,1336,TOWED/STORED VEHICLE,7000
ORCHARD LN / W RIVER DR,1,1B        ,478,TRAFFIC - I RPT,7000
550 LA PURISSIMA WAY,3,3C        ,824,10851(A)VC TAKE VEH W/O OWNER,2404
6565 CUNNINGHAM WAY,6,6C        ,1443,10851(A)VC TAKE VEH W/O OWNER,2404
38TH ST / 22ND AVE,6,6A        ,1071,10851(A)VC TAKE VEH W/O OWNER,2404
8000 FOLSOM BLVD,3,3C        ,1101,484 PETTY THEFT/LICENSE PLATE,2399
2517 T ST,3,3B        ,778,459 PC  BURGLARY RESIDENCE,2204
2517 T ST,3,3B        ,778,10851(A)VC TAKE VEH W/O OWNER,2404
610 14TH ST,3,3A        ,725,459 PC  BURGLARY VEHICLE,2299
2300 R ST,3,3B        ,777,211 PC  ROBBERY UNSPECIFIED,1299
5209 62ND ST,6,6B        ,1088,212.5(A)ROBBERY-INHAB DWELLING,1299
5425 FRUITRIDGE RD,6,6B        ,1086,MISCELLANEOUS I RPT (ZMISC),7000
2717 D ST,3,3B        ,718,459 PC  BURGLARY RESIDENCE,2204
3439 1ST AVE,6,6A        ,1013,484 PC PETTY THEFT,2399
2631 CADJEW AVE,5,5A        ,1504,594(B)(1)PC  VANDALISM +$400,2999
119 CEDAR ROCK CIR,5,5B        ,1614,10851(A)VC TAKE VEH W/O OWNER,2404
119 CEDAR ROCK CIR,5,5B        ,1614,10851(A)VC TAKE VEH W/O OWNER,2404
J ST / 30TH ST,3,3C        ,831,LOST PROPERTY - I RPT,7000
2601 52ND AVE,4,4B        ,1346,10851(A)VC TAKE VEH W/O OWNER,2404
NORTHGATE BLVD / HWY 160 EB,1,1C        ,456,NON INJ HR/MAIL OUT REPORT,7000
3012 ALBATROSS WAY,2,2C        ,567,484 PC PETTY THEFT,2399
637 WILSON AVE,1,1C        ,438,5150 WI DANGER SELF/OTHERS,7000
422 DOS RIOS ST,3,3A        ,709,459 PC  BURGLARY RESIDENCE,2204
STOCKTON BLVD / STOCKTON BLVD SHERMAN WA,6,6B        ,1005,647(B) PC   PROSTITUTION,4004
FRANKLIN BLVD / 7TH AVE,4,4A        ,937,SAFEKEEPING - I RPT,7000
2629 EVERGREEN ST,2,2B        ,564,MISCELLANEOUS I RPT (ZMISC),7000
BROADWAY / ALHAMBRA BLVD,6,6A        ,1001,496(A) RECEIVE STOLEN PROPERTY,2803
NORWOOD AVE / SILVER EAGLE RD,2,2B        ,522,23222(B)POSSESS MARIJ IN VEH,5499
1470 MATHEWS WAY,5,5A        ,1371,594(B)(1)PC  VANDALISM +$400,2999
5401 20TH AVE,6,6B        ,1065,459 PC  BURGLARY VEHICLE,2299
7411 38TH AVE,6,6C        ,1404,TOWED/STORED VEHICLE,7000
2828 GRASSLANDS DR,1,1B        ,421,12025(A)2)CNCLD GUN ON PER/FEL,5202
100 BICENTENNIAL CIR,3,3C        ,1102,594(B)(2)(A) VANDALISM/ -$400,2999
RALEY BLVD / BELL AVE,2,2A        ,226,245(A)(1)AWDW/NO FIREARM/CIVIL,1315
STOCKTON BLVD / MCMAHON DR,6,          ,1401,11364 HS POSS DRUG PARAPH,3599
7093 CROMWELL WAY,4,4B        ,1351,MISSING PERSON,7000
BROADWAY / STOCKTON BLVD,6,6A        ,1007,TOWED/STORED VEH-14602.6,7000
5110 SAN FRANCISCO BLVD,6,6B        ,1064,459 PC  BURGLARY VEHICLE,2299
6849 S LAND PARK DR,4,4C        ,1279,484 PC  PETTY THEFT/ OUTSIDE,2309
FRUITRIDGE RD / STOCKTON BLVD,6,6B        ,1086,484 PC PETTY THEFT,2399
3361 NORWOOD AVE,2,2B        ,531,10851(A)VC TAKE VEH W/O OWNER,2404
6798 COACHLITE WAY,4,4C        ,1263,484G(B) PC ACCESS CARD FRAUD,2605
8532 BENNINGTON WAY,3,3C        ,1106,484 PETTY THEFT/LICENSE PLATE,2399
4810 H ST,3,3C        ,834,459 PC  BURGLARY VEHICLE,2299
4032 LA TARRIGA WAY,5,5B        ,1618,487(A) GRAND THEFT-INSIDE,2308
150 DANVILLE WAY,2,2B        ,531,530.5 PC USE PERSONAL ID INFO,2604
7987 LA CORUNA DR,5,5B        ,1618,459 PC  BURGLARY VEHICLE,2299
3916 HURON ST,2,2A        ,505,459 PC  BURGLARY RESIDENCE,2204
ALTOS AVE / CARROLL AVE,2,2B        ,532,10851 VC AUTO THEFT LOCATE,2404
7814 SUMMERSDALE DR,5,5B        ,1621,MISSING PERSON,7000
FRANKLIN BLVD / BROOKFIELD DR,5,5B        ,1603,11377(A)HS POSS AMPHETAMINES,3572
404 SANTA ANA AVE,2,2A        ,213,MISSING PERSON,7000
7486 SCHREINER ST,5,5A        ,1381,VANDALISM - I RPT,7000
ELDER CREEK RD / STOCKTON BLVD,6,6C        ,1421,TRAFFIC-ACCIDENT INJURY,5400
STOCKTON BLVD / 14TH AVE,6,          ,1054,TOWED/STORED VEH-14602.6,7000
24TH ST / FLORIN RD,4,5A        ,1356,TOWED/STORED VEH-14602.6,7000
RIO LINDA BLVD / ALAMOS AVE,2,2B        ,553,TOWED/STORED VEH-14602.6,7000
715 L ST,3,3M        ,742,ASSAULT WITH WEAPON - I RPT,7000
5890 TANGERINE AVE,5,5C        ,1605,10851(A)VC TAKE VEH W/O OWNER,2404
4TH AVE / SAN JOSE WAY,6,6A        ,1015,TOWED/STORED VEH-14602.6,7000
2400 58TH ST,6,6B        ,1018,459 PC  BURGLARY RESIDENCE,2204
F ST / SAN ANTONIO WAY,3,3C        ,823,496(A) RECEIVE STOLEN PROPERTY,2803
49TH ST / FRUITRIDGE RD,6,          ,1084,9.04.050 A DRINKING IN PUBLIC,7399
2317 ROANOKE AVE,2,2A        ,517,459 PC  BURGLARY VEHICLE,2299
3RD ST / J ST,3,3M        ,732,TOWED/STORED VEHICLE,7000
1288 PEBBLEWOOD DR,1,1C        ,426,594(B)(2)(A) VANDALISM/ -$400,2999
1400 BREWERTON DR,1,1B        ,435,10851(A)VC TAKE VEH W/O OWNER,2404
5945 MACK RD,5,5C        ,1606,MISSING PERSON,7000
STOCKTON BLVD / 13TH AVE,6,6A        ,1054,11364 HS POSS DRUG PARAPH,3599
113 CEDAR ROCK CIR,5,5B        ,1614,TOWED/STORED VEHICLE,7000
236 RIVERBROOK WAY,4,4C        ,1252,459 PC  BURGLARY RESIDENCE,2204
8170 GRANDSTAFF DR,5,5C        ,1637,MISSING PERSON,7000
7914 ALBION WAY,5,5A        ,1522,459 PC  BURGLARY RESIDENCE,2204
J ST / 11TH ST,3,3M        ,734,TOWED/STORED VEH-14602.6,7000
15TH ST / J ST,3,3M        ,735,TOWED/STORED VEH-14602.6,7000
2824 ALBATROSS WAY,2,2C        ,567,10851(A)VC TAKE VEH W/O OWNER,2404
2824 ALBATROSS WAY,2,2C        ,567,10851(A)VC TAKE VEH W/O OWNER,2404
3283 8TH AVE,6,6A        ,1031,459 PC  BURGLARY RESIDENCE,2204
5260 YVONNE WAY,5,5B        ,1631,TRAFFIC-ACCIDENT-NON INJURY,5400
1600 VALLEJO WAY,4,4A        ,925,32210 EC WILFL DISTURB PUB SCH,3805
5247 RIO LINDA BLVD,2,2A        ,203,TRAFFIC-ACCIDENT INJURY,5400
2104 24TH ST,3,3B        ,787,10851 VC AUTO THEFT LOCATE,2404
3550 MARYSVILLE BLVD,2,2B        ,526,FOUND PROPERTY - I RPT,7000
5 RAINWOOD CT,5,5C        ,1653,THREATS - I RPT,7000
FRANKLIN BLVD / IDAHO DR,5,5C        ,1642,TOWED/STORED VEH-14602.6,7000
5770 FREEPORT BLVD,4,4C        ,985,SUSP PERS-NO CRIME - I RPT,7000
12TH ST / J ST,3,3M        ,735,TOWED/STORED VEH-14602.6,7000
KINGSTON WAY / SEAMAS AVE,4,4C        ,1206,TOWED/STORED VEHICLE,7000
RIVERSIDE BLVD / FLORIN RD,4,4C        ,1251,TRAFFIC-ACCIDENT-NON INJURY,5400
7470 50TH AVE,6,6C        ,1443,594(B)(2)(A)VANDALISM GRAF-400,2999
6071 WINDBREAKER WAY,5,5C        ,1653,459 PC  BURGLARY RESIDENCE,2204
1938 MARCONI AVE,2,2C        ,567,459 PC  BURGLARY RESIDENCE,2204
6715 GLORIA DR,4,4C        ,1272,GRAFFITI PROBLEMS- I RPT,7000
J ST / 38TH ST,3,3C        ,832,TRAFFIC-ACCIDENT-NON INJURY,5400
4315 MARTIN LUTHER KING JR BLVD,6,6A        ,1062,NARCOTICS SUSP/EVID/ACT- I RPT,7000
1211 RICHARDS BLVD,3,3A        ,709,242 PC  BATTERY CIVILIAN,1313
POTOMAC AVE / NATOMA ST,1,1C        ,419,10851 VC AUTO THEFT LOCATE,2404
715 L ST,3,3M        ,742,4140 BP  POSS OF HYPO NEEDLE,3599
6300 EHRHARDT AVE,5,5C        ,1646,484 PC   PETTY THEFT/INSIDE,2308
3105 BRIDGEFORD DR,1,1C        ,416,211 PC  ROBBERY UNSPECIFIED,1299
7000 CRANLEIGH AVE,5,5C        ,1654,TOWED/STORED VEHICLE,7000
6TH ST / J ST,3,3M        ,732,242 PC  BATTERY CIVILIAN,1313
3500 FLORIN RD,5,5B        ,1367,243.2(A)(1) BATT/SCHOOL INJURY,1315
1600 VALLEJO WAY,4,4A        ,925,626.2 PC UNAUTH ENTRY CAMPUS,5707
BANNON ST / BERCUT DR,3,3A        ,704,136.1(C)(1) PC DISSUADE V/W,4805
2700 GATEWAY OAKS DR,1,1B        ,421,459 PC  BURGLARY VEHICLE,2299
37TH ST / 9TH AVE,6,6A        ,1031,TOWED/STORED VEHICLE,7000
4800 WESTLAKE PKWY,1,1A        ,130,TOWED/STORED VEHICLE,7000
3094 GREAT FALLS WAY,3,3C        ,1115,10851 VC AUTO THEFT LOCATE,2404
5770 FREEPORT BLVD,4,4C        ,985,WARRANT SERVED - I RPT,7000
7TH ST / MERCHANT ST,3,3M        ,742,TOWED/STORED VEH-14602.6,7000
H ST / 8TH ST,3,3A        ,732,TOWED/STORED VEH-14602.6,7000
7459 SALTON SEA WAY,4,4C        ,1284,459 PC  BURGLARY RESIDENCE,2204
5321 STOCKTON BLVD,6,6B        ,1086,3056 PAROLE VIO - I RPT,7000
3661 TRUXEL RD,1,1A        ,337,FRAUD OR BUNCO - I RPT,7000
MARTIN LUTHER KING JR BLVD / 14TH AVE,6,6A        ,1042,23152(A) VC DUI-ALCOHOL/DRUGS,5404
L ST / 8TH ST,3,3M        ,742,TOWED/STORED VEH-14602.6,7000
2512 V ST,3,3B        ,788,10851(A)VC TAKE VEH W/O OWNER,2404
801 L ST,3,3M        ,742,476 PC PASS FICTICIOUS CHECK,2501
5201 STRAWBERRY LN,6,6A        ,1081,594(B)(2)(A) VANDALISM/ -$400,2999
40TH ST / BROADWAY,6,6A        ,1014,NARCOTICS SUSP/EVID/ACT- I RPT,7000
7500 HOSPITAL DR,5,5C        ,1639,WANTED SUBJ-O/S WANT/ I RPT,7000
7TH ST / L ST,3,3M        ,742,TOWED/STORED VEH-14602.6,7000
2701 PROVO WAY,5,5A        ,1386,10851 VC AUTO THEFT LOCATE,2404
2500 NEW MARKET DR,1,1A        ,144,GANG ACTIVITY - I RPT,7000
8174 ELDER CREEK RD,6,6C        ,1446,10851 VC AUTO THEFT LOCATE,2404
7TH ST / L ST,3,3M        ,742,1203.2 PC VIOLATION OF PROBATI,5012
5 SOUTHLITE CIR,4,4C        ,1274,FAMILY DISTURBANCE - I RPT,7000
NORTHGATE BLVD / ROSIN CT,1,1C        ,409,PERSON INFORMATION - I RPT,7000
1200 EL CAMINO AVE,2,2C        ,604,ACCIDENTAL FIRES/ARSON -I RPT,7000
CALVINE RD / PINE RIVER WAY,5,5C        ,1651,TOWED/STORED VEH-14602.6,7000
24TH AVE / MARTIN LUTHER KING JR BLVD,6,6A        ,1081,10851 VC AUTO THEFT LOCATE,2404
5520 MUSKINGHAM WAY,5,5C        ,1661,10851(A)VC TAKE VEH W/O OWNER,2404
608 10TH ST,3,3A        ,724,THREATS - I RPT,7000
2250 68TH AVE,5,5A        ,1384,SUSP PERS-NO CRIME - I RPT,7000
2500 FRANKLIN BLVD,4,4A        ,908,487(A) PC GRAND THEFT,2303
4070 E PACIFIC AVE,4,4B        ,958,530 PC FALSE PERS. REC PROP,2604
1507 MAIN AVE,2,2A        ,215,10851(A)VC TAKE VEH W/O OWNER,2404
1811 U ST,3,3A        ,786,487(A) GRAND THEFT-INSIDE,2308
630 K ST,3,3M        ,742,484 PC   PETTY THEFT/INSIDE,2308
LOMA VERDE WAY / 65TH AVE,5,5A        ,1363,TRAFFIC-ACCIDENT INJURY,5400
4601 BLACKROCK DR,1,1A        ,136,HARASSMENT - I RPT,7000
1526 26TH ST,3,3B        ,768,10851 VC AUTO THEFT LOCATE,2404
1550 ARCADE BLVD,2,2B        ,546,THREATS - I RPT,7000
6624 1/2 VALLEY HI DR,5,5C        ,1624,TOWED/STORED VEH-14602.6,7000
17TH ST / L ST,3,3M        ,746,TRAFFIC-ACCIDENT INJURY,5400
2250 68TH AVE,5,5A        ,1384,GANG ACTIVITY - I RPT,7000
6411 ROMACK CIR,4,4B        ,1333,166(A)(4) WILFUL DISOBEY CT OR,5005
2751 9TH AVE,4,4A        ,937,5150 WI DANGER SELF/OTHERS,7000
6417 SUN RIVER DR,6,6C        ,1445,484 PETTY THEFT CLOUT UNLOCKED,2305
3066 FREEPORT BLVD,4,4A        ,925,211 PC  ROBBERY UNSPECIFIED,1299
3929 NATOMA WAY,2,2A        ,506,484 PC  PETTY THEFT/ OUTSIDE,2309
6715 GLORIA DR,4,4C        ,1272,496(A) RECEIVE STOLEN PROPERTY,2803
6879 14TH AVE,6,6C        ,1121,626.10(A) PC POSS WPN SCHL ZN,5212
L ST / 10TH ST,3,3M        ,744,TOWED/STORED VEH-14602.6,7000
7947 CENTER PKWY,5,5C        ,1623,496(A) RECEIVE STOLEN PROPERTY,2803
RICHARDS BLVD / DOS RIOS ST,3,3A        ,709,TRAFFIC-ACCIDENT INJURY,5400
1600 VALLEJO WAY,4,4A        ,925,243.2(A)(1) BATT/SCHOOL INJURY,1315
6715 GLORIA DR,4,4C        ,1272,415(1) PC DISTURB PEACE/FIGHT,5311
MACK RD / VALLEY HI DR,5,5C        ,1606,TRAFFIC-ACCIDENT INJURY,5400
2628 27TH ST,4,4A        ,908,TOWED/STORED VEHICLE,7000
1736 GRAND AVE,2,2A        ,516,496(A) RECEIVE STOLEN PROPERTY,2803
2750 POWER INN RD,3,3C        ,1101,10851(A)VC TAKE VEH W/O OWNER,2404
3555 AUBURN BLVD,2,2A        ,509,CHILD WELFARE - I RPT,7000
6425 STOCKTON BLVD,6,6C        ,1441,10851(A)VC TAKE VEH W/O OWNER,2404
724 LAS PALMAS AVE,2,2B        ,552,459 PC  BURGLARY RESIDENCE,2204
AHERN ST / N C ST,3,3A        ,706,11350(A)HS POSS CNTRL SUBST,3532
J ST / 13TH ST,3,3M        ,735,TOWED/STORED VEH-14602.6,7000
2341 CAMBRIDGE ST,2,2C        ,603,TOWED/STORED VEHICLE,7000
SUNNYBRAE DR / RAINDROP CT,5,5C        ,1653,TOWED/STORED VEH-14602.6,7000
6901 W SERENITY DR,5,5B        ,1358,HARASSMENT - I RPT,7000
12TH ST / E ST,3,3A        ,715,11352(A)HS SALE/TRANS CNTL SUB,3532
14TH ST / F ST,3,3A        ,725,11364 HS POSS DRUG PARAPH,3599
5601 47TH AVE,6,6B        ,1421,GANG ACTIVITY - I RPT,7000
3024 44TH ST,6,6A        ,1034,BATTERY - I RPT,7000
2250 68TH AVE,5,5A        ,1384,GANG ACTIVITY - I RPT,7000
4701 BROOKFIELD DR,5,5B        ,1603,TOWED/STORED VEH-14602.6,7000
2348 25TH AVE,4,4B        ,968,487(A) PC GRAND THEFT,2303
5121 YVONNE WAY,5,5B        ,1631,422 PC THREAT/INTENT TO TERROR,1602
NORTH AVE / KERN ST,2,2A        ,506,242 PC  BATTERY CIVILIAN,1313
7979 CENTER PKWY,5,5C        ,1623,459 PC  BURGLARY VEHICLE,2299
1695 ARDEN WAY,2,2C        ,616,484 PETTY THEFT-SHOPLIFT,2303
DEL PASO BLVD / EL CAMINO AVE,2,2C        ,563,484G(B) PC ACCESS CARD FRAUD,2605
3021 O ST,3,3C        ,851,459 PC  BURGLARY VEHICLE,2299
1701 ARDEN WAY,2,2C        ,619,459 PC  BURGLARY BUSINESS,2203
1301 EL CAMINO AVE,2,2B        ,564,10851(A)VC TAKE VEH W/O OWNER,2404
CENTER PKWY / VALLEY HI DR,5,5B        ,1623,TOWED/STORED VEH-14602.6,7000
1723 J ST,3,3M        ,736,TOWED/STORED VEH-14602.6,7000
2315 STOCKTON BLVD,6,6B        ,1005,MISSING PERSON,7000
3RD AVE / 36TH ST,6,6A        ,1013,647(B) PC   PROSTITUTION,4004
6000 14TH AVE,6,6B        ,1067,4140 BP  POSS OF HYPO NEEDLE,3599
3656 5TH AVE,6,6A        ,1031,487(A) PC GRAND THEFT,2303
8651 W WING DR,5,5C        ,1654,459 PC  BURGLARY BUSINESS,2203
1029 H ST,3,3A        ,734,459 PC  BURGLARY BUSINESS,2203
MACK RD / ALTA VALLEY DR,5,5C        ,1606,20002(A) HIT/RUN,5401
TRUXEL RD / W EL CAMINO AVE,1,1B        ,435,594(B)(2)(A) VANDALISM/ -$400,2999
2204 MIDDLEBERRY RD,2,2C        ,606,HIT AND RUN /SUSPECTS- I RPT,7000
3525 20TH AVE,6,6A        ,1061,4140 BP  POSS OF HYPO NEEDLE,3599
3333 3RD AVE,6,6A        ,1011,CHILD WELFARE - I RPT,7000
13TH ST / E ST,3,3A        ,715,11352(A)HS SALE/TRANS CNTL SUB,3532
FAIR OAKS BLVD / HOWE AVE,3,3C        ,877,HIT AND RUN /SUSPECTS- I RPT,7000
16TH ST / R ST,3,3A        ,766,TOWED/STORED VEHICLE,7000
5756 BEADNELL WAY,1,1A        ,106,484 PC  PETTY THEFT/ OUTSIDE,2309
2732 58TH ST,6,6B        ,1018,10851(A)VC TAKE VEH W/O OWNER,2404
720 NORTHEY DR,1,1C        ,447,FOUND PROPERTY - I RPT,7000
3301 FONG RANCH RD,1,1B        ,404,243.2(A)(1) BATT/SCHOOL INJURY,1315
EL CAMINO AVE / BOXWOOD ST,2,2C        ,564,11364 HS POSS DRUG PARAPH,3599
38TH ST / BROADWAY,6,6A        ,1014,647(B) PC   PROSTITUTION,4004
13TH ST / BROADWAY,4,4A        ,905,TRAFFIC-ACCIDENT-NON INJURY,5400
2140 ARLISS WAY,4,4B        ,1333,THREATS - I RPT,7000
312 KELLEY CT,2,2A        ,236,459 PC  BURGLARY RESIDENCE,2204
POTOMAC AVE / NATOMA ST,1,1C        ,419,FOUND PROPERTY - I RPT,7000
2731 17TH ST,4,4A        ,916,POSSIBLE FINANCIAL CRIME-I RPT,7000
CENTER PKWY / BRUCEVILLE RD,5,          ,1654,20001(A) VC HIT/RUN INJ/DEATH,5401
FRUITRIDGE RD / 53RD ST,6,6B        ,1084,11352(A)HS SALE/TRANS CNTL SUB,3532
300 HARDING AVE,1,1C        ,449,10851 VC AUTO THEFT LOCATE,2404
ALHAMBRA BLVD / SERRA WAY,3,3C        ,861,TRAFFIC-ACCIDENT INJURY,5400
49 BICENTENNIAL CIR,3,3C        ,1102,484 PETTY THEFT/LICENSE PLATE,2399
29TH ST / J ST,3,3B        ,738,TRAFFIC-ACCIDENT INJURY,5400
1100 O ST,3,3A        ,764,11377(A)HS POSS AMPHETAMINES,3572
FRUITRIDGE RD / 53RD ST,6,6B        ,1084,11352(A)HS SALE/TRANS CNTL SUB,3532
1301 W EL CAMINO AVE,1,1B        ,435,459 PC  BURGLARY BUSINESS,2203
1017 LOCHBRAE RD,2,2C        ,612,PERSON INFORMATION - I RPT,7000
1431 3RD ST,3,3A        ,762,594(B)(1)PC  VANDALISM +$400,2999
5022 58TH ST,6,6B        ,1086,459 PC  BURGLARY VEHICLE,2299
22ND ST / MEADOWVIEW RD,5,5A        ,1394,TRAFFIC-ACCIDENT-NON INJURY,5400
1590 JULIESSE AVE,2,2B        ,556,487(A) PC GRAND THEFT,2303
514 HARTNELL PL,3,3C        ,876,594(B)(2)(A) VANDALISM/ -$400,2999
